0.993986;
0.996993;
0.997995;
0.998497;
0.998797;
0.998998;
0.999141;
0.999248;
0.999332;
0.999399;
0.999453;
0.999499;
0.999537;
0.999570;
0.999599;
0.999624;
0.999646;
0.999666;
0.999683;
0.999699;
0.999714;
0.999727;
0.999739;
0.999749;
0.999759;
0.999769;
0.999777;
0.999785;
0.999793;
0.999800;
0.999806;
0.999812;
0.999818;
0.999823;
0.999828;
0.999833;
0.999837;
0.999842;
0.999846;
0.999850;
0.999853;
0.999857;
0.999860;
0.999863;
0.999866;
0.999869;
0.999872;
0.999875;
0.999877;
0.999880;
0.999882;
0.999884;
0.999887;
0.999889;
0.999891;
0.999893;
0.999894;
0.999896;
0.999898;
0.999900;
0.999901;
0.999903;
0.999905;
0.999906;

152.794452;
330.152342;
502.134514;
673.856191;
839.089742;
1004.335958;
1168.338825;
1333.605011;
1495.668791;
1663.301467;
1830.049198;
1999.938253;
2170.041593;
2341.056852;
2511.645141;
2681.786337;
2852.428014;
3022.625786;
3193.670456;
3363.670053;
3534.143971;
3703.578738;
3873.178136;
4043.723355;
4213.854560;
4383.911420;
4553.504394;
4723.471903;
4893.476330;
5063.674933;
5233.192099;
5402.805539;
5572.383526;
5741.707541;
5910.776504;
6079.683748;
6248.064684;
6417.066861;
6586.485770;
6756.326778;
6925.800633;
7095.539952;
7265.550668;
7435.535166;
7606.178551;
7776.516761;
7946.253658;
8115.491028;
8285.422004;
8455.158009;
8625.346118;
8795.343278;
8964.927220;
9134.135388;
9303.171056;
9472.289116;
9641.561318;
9810.669527;
9979.558833;
10148.321207;
10317.056739;
10485.676104;
10654.179860;
10822.847032;

157.764384;
335.137308;
507.124491;
678.848674;
844.083728;
1009.330947;
1173.334530;
1338.601252;
1500.665450;
1668.298460;
1835.046465;
2004.935747;
2175.039281;
2346.054704;
2516.643136;
2686.784458;
2857.426245;
3027.624116;
3198.668874;
3368.668549;
3539.142539;
3708.577372;
3878.176829;
4048.722102;
4218.853357;
4388.910264;
4558.503281;
4728.470829;
4898.475293;
5068.673931;
5238.191129;
5407.804599;
5577.382615;
5746.706656;
5915.775645;
6084.682913;
6253.063871;
6422.066070;
6591.484999;
6761.326026;
6930.799900;
7100.539236;
7270.549969;
7440.534482;
7611.177883;
7781.516108;
7951.253019;
8120.490401;
8290.421391;
8460.157408;
8630.345529;
8800.342699;
8969.926653;
9139.134831;
9308.170510;
9477.288579;
9646.560791;
9815.669008;
9984.558323;
10153.320706;
10322.056247;
10490.675619;
10659.179383;
10827.846562;

59.529130;
44.883874;
36.752589;
31.512067;
27.811392;
24.782351;
22.598023;
20.824701;
19.289187;
17.941364;
16.832480;
15.858801;
15.007064;
14.260511;
13.602935;
12.992775;
12.436436;
11.933590;
11.477506;
11.056877;
10.665132;
10.315920;
9.985341;
9.671692;
9.391510;
9.120727;
8.869345;
8.632702;
8.410632;
8.196299;
7.995624;
7.806571;
7.628465;
7.455191;
7.289542;
7.134928;
6.988221;
6.845733;
6.710799;
6.584475;
6.458300;
6.340379;
6.226671;
6.114182;
6.008643;
5.907863;
5.809722;
5.713337;
5.623583;
5.534474;
5.448375;
5.367017;
5.287520;
5.211358;
5.138378;
5.065270;
4.995688;
4.927527;
4.861602;
4.798518;
4.737473;
4.678281;
4.619695;
4.562509;

1830.150235;
2449.715908;
2788.916047;
3030.449086;
3204.893118;
3258.792457;
3376.972921;
3478.562675;
3526.709263;
3542.684836;
3585.868784;
3619.003595;
3650.712959;
3686.971448;
3728.428591;
3746.653430;
3758.437823;
3772.155861;
3789.393845;
3802.016037;
3808.129981;
3831.922282;
3844.687101;
3847.652546;
3870.780264;
3878.080895;
3889.368032;
3899.685390;
3911.194194;
3912.857623;
3918.139802;
3925.357231;
3934.997091;
3935.033293;
3933.029723;
3938.593356;
3945.711920;
3946.817344;
3951.368953;
3963.494714;
3961.173113;
3967.628718;
3972.578187;
3967.888944;
3971.402296;
3977.233716;
3979.443275;
3975.764170;
3982.901696;
3981.613220;
3980.374444;
3985.630677;
3987.850477;
3992.763241;
4000.421671;
3999.008591;
4002.588774;
4003.487362;
4005.209620;
4010.606963;
4016.891728;
4023.631532;
4025.909005;
4027.335579;

1889.679365;
2494.599782;
2825.668636;
3061.961153;
3232.704510;
3283.574808;
3399.570944;
3499.387376;
3545.998450;
3560.626200;
3602.701264;
3634.862395;
3665.720023;
3701.231959;
3742.031526;
3759.646204;
3770.874259;
3784.089451;
3800.871351;
3813.072914;
3818.795113;
3842.238202;
3854.672442;
3857.324238;
3880.171774;
3887.201622;
3898.237377;
3908.318091;
3919.604826;
3921.053922;
3926.135426;
3933.163802;
3942.625555;
3942.488485;
3940.319265;
3945.728284;
3952.700141;
3953.663076;
3958.079752;
3970.079189;
3967.631412;
3973.969098;
3978.804858;
3974.003126;
3977.410939;
3983.141580;
3985.252998;
3981.477508;
3988.525279;
3987.147695;
3985.822819;
3990.997694;
3993.137998;
3997.974599;
4005.560049;
4004.073861;
4007.584462;
4008.414889;
4010.071222;
4015.405481;
