0.706437;
0.707280;
0.704778;
0.692988;
0.699724;
0.702681;
0.697417;
0.698444;
0.702753;
0.705949;
0.702041;
0.696264;
0.699002;
0.702082;
0.701248;
0.701240;
0.701789;
0.704782;
0.708423;
0.709771;
0.710832;
0.709301;
0.711109;
0.710923;
0.708349;
0.706970;
0.707543;
0.706934;
0.706782;
0.706752;
0.707339;
0.706425;
0.706314;
0.704408;
0.705038;
0.705517;
0.706886;
0.705460;
0.705632;
0.704905;
0.704143;
0.704796;
0.705681;
0.706267;
0.706825;
0.707635;
0.707448;
0.706745;
0.706823;
0.706350;
0.706491;
0.706041;
0.706165;
0.705144;
0.704557;
0.703200;
0.704252;
0.704414;
0.703915;
0.704018;
0.703655;
0.703333;
0.704185;
0.704347;
0.704251;
0.703855;
0.704019;
0.703635;
0.703478;
0.703457;
0.704543;
0.704210;
0.704366;
0.704156;
0.703644;
0.703640;
0.704530;
0.704762;
0.704517;
0.704509;
0.705068;
0.705297;
0.705734;
0.705334;
0.705587;
0.706271;
0.706331;
0.706129;
0.705811;
0.706073;
0.705602;
0.705549;
0.705942;
0.705651;
0.705405;
0.705426;
0.705438;
0.705313;
0.705780;
0.705523;
0.705567;
0.705284;
0.704610;
0.704971;
0.705158;
0.705664;
0.705668;
0.705809;
0.705822;
0.706597;
0.706731;
0.706855;
0.706564;
0.706754;
0.707211;
0.706925;
0.706256;
0.706498;
0.706343;
0.706758;
0.706696;
0.706611;
0.706866;
0.706790;
0.706724;
0.707143;
0.707208;
0.707184;

1.122719;
1.217921;
1.224834;
1.055888;
0.995608;
0.979985;
0.914609;
0.874238;
0.931377;
1.039028;
1.025980;
0.978402;
0.975518;
0.957288;
0.950842;
0.931581;
0.933974;
0.951426;
0.968383;
0.958156;
0.954309;
0.955324;
0.961931;
0.955096;
0.931284;
0.914959;
0.928584;
0.920560;
0.911704;
0.910278;
0.905771;
0.891361;
0.880832;
0.861722;
0.869190;
0.885879;
0.891995;
0.882349;
0.888026;
0.879939;
0.872374;
0.878557;
0.884319;
0.900943;
0.901956;
0.906883;
0.912343;
0.902057;
0.905869;
0.900120;
0.897445;
0.902114;
0.904333;
0.893579;
0.893119;
0.890338;
0.906793;
0.907274;
0.903575;
0.902960;
0.898680;
0.894145;
0.903801;
0.909570;
0.906455;
0.909304;
0.907688;
0.903929;
0.903268;
0.901054;
0.926942;
0.928987;
0.930803;
0.930115;
0.926033;
0.926212;
0.936013;
0.938723;
0.935539;
0.933344;
0.929502;
0.926313;
0.927307;
0.926528;
0.934629;
0.946530;
0.947269;
0.943553;
0.940827;
0.938556;
0.935555;
0.932202;
0.935754;
0.931817;
0.928897;
0.932011;
0.931025;
0.930706;
0.937243;
0.935847;
0.934533;
0.932445;
0.927403;
0.927438;
0.928410;
0.936905;
0.938571;
0.941519;
0.938660;
0.944818;
0.946182;
0.945318;
0.941558;
0.939569;
0.941425;
0.937040;
0.932708;
0.938983;
0.938090;
0.938562;
0.938167;
0.936999;
0.937980;
0.935776;
0.937610;
0.939264;
0.939894;
0.939747;

4.654902;
4.754321;
4.748723;
4.520827;
4.494226;
4.493388;
4.401695;
4.366457;
4.445143;
4.568773;
4.536184;
4.459723;
4.470525;
4.467700;
4.457085;
4.437779;
4.442920;
4.475335;
4.510498;
4.507010;
4.508467;
4.501827;
4.517477;
4.509713;
