0.996031;
0.998015;
0.998677;
0.999008;
0.999206;
0.999338;
0.999433;
0.999504;
0.999559;
0.999603;
0.999639;
0.999669;
0.999695;
0.999716;
0.999735;
0.999752;
0.999767;
0.999779;
0.999791;
0.999802;
0.999811;
0.999820;
0.999827;
0.999835;
0.999841;
0.999847;
0.999853;
0.999858;
0.999863;
0.999868;
0.999872;
0.999876;
0.999880;
0.999883;
0.999887;
0.999890;
0.999893;
0.999896;
0.999898;
0.999901;
0.999903;
0.999905;
0.999908;
0.999910;
0.999912;
0.999914;
0.999916;
0.999917;
0.999919;
0.999921;
0.999922;
0.999924;
0.999925;
0.999926;
0.999928;
0.999929;
0.999930;
0.999932;
0.999933;
0.999934;
0.999935;
0.999936;
0.999937;
0.999938;

161.228193;
317.905985;
468.618314;
622.716561;
775.114699;
922.625485;
1070.646641;
1216.973707;
1365.998711;
1517.082341;
1668.835328;
1818.457178;
1968.214908;
2118.124418;
2266.759831;
2415.715651;
2564.186455;
2712.143495;
2861.090260;
3010.350949;
3159.535893;
3308.428517;
3457.486845;
3606.614850;
3755.638961;
3904.834900;
4053.854229;
4203.600428;
4354.162091;
4505.141718;
4655.501235;
4805.402996;
4956.149334;
5106.581212;
5256.649468;
5406.860848;
5556.908385;
5706.965926;
5856.827678;
6006.796366;
6156.996786;
6306.894435;
6457.240675;
6607.002703;
6755.886322;
6904.571922;
7053.474029;
7202.665645;
7351.979664;
7501.787785;
7651.646403;
7801.585148;
7951.636467;
8101.737284;
8252.343292;
8403.225153;
8554.247791;
8704.838530;
8855.711647;
9006.733525;
9157.509165;
9308.571147;
9459.354514;
9609.931819;

164.216284;
320.900031;
471.614345;
625.713584;
778.112317;
925.623501;
1073.644940;
1219.972218;
1368.997387;
1520.081150;
1671.834245;
1821.456186;
1971.213992;
2121.123568;
2269.759038;
2418.714907;
2567.185755;
2715.142834;
2864.089633;
3013.350354;
3162.535326;
3311.427976;
3460.486327;
3609.614354;
3758.638485;
3907.834442;
4056.853788;
4206.600003;
4357.161680;
4508.141322;
4658.500851;
4808.402624;
4959.148974;
5109.580862;
5259.649128;
5409.860517;
5559.908063;
5709.965612;
5859.827373;
6009.796068;
6159.996495;
6309.894151;
6460.240398;
6610.002432;
6758.886058;
6907.571663;
7056.473776;
7205.665397;
7354.979421;
7504.787547;
7654.646169;
7804.584919;
7954.636242;
8104.737064;
8255.343076;
8406.224940;
8557.247582;
8707.838324;
8858.711445;
9009.733327;
9160.508970;
9311.570955;
9462.354325;
9612.931633;

59.365517;
44.621517;
36.902324;
31.539213;
27.705906;
24.847858;
22.580941;
20.736024;
19.160201;
17.857163;
16.759185;
15.822055;
14.989606;
14.233002;
13.575156;
12.970722;
12.430507;
11.926330;
11.454903;
11.039153;
10.654696;
10.299429;
9.964926;
9.655554;
9.366153;
9.101382;
8.853825;
8.613847;
8.394893;
8.184154;
7.987726;
7.797267;
7.619619;
7.447671;
7.285405;
7.131460;
6.985848;
6.842886;
6.708971;
6.581787;
6.459020;
6.341615;
6.228851;
6.118702;
6.016097;
5.915758;
5.818781;
5.725098;
5.631941;
5.543123;
5.458403;
5.376158;
5.298046;
5.221584;
5.146452;
5.074749;
5.005056;
4.937718;
4.871102;
4.806288;
4.744815;
4.683475;
4.625875;
4.569887;

3203.179931;
3964.820778;
4479.675480;
4756.697662;
4947.527298;
5096.691557;
5206.149690;
5285.808898;
5319.440044;
5375.311843;
5444.686051;
5521.541082;
5579.559799;
5606.805427;
5654.771013;
5679.573490;
5712.284599;
5719.743503;
5707.403216;
5727.980842;
5744.395520;
5760.078209;
5764.063444;
5772.126545;
5777.880164;
5798.606620;
5820.452886;
5822.130757;
5844.400889;
5854.176699;
5871.809425;
5874.706382;
5887.829687;
5889.751124;
5895.933263;
5904.304269;
5916.889901;
5914.590364;
5922.899698;
5935.035458;
5943.414850;
5952.920402;
5962.270079;
5963.391392;
5978.869359;
5986.866641;
5993.372770;
5999.012509;
5991.192754;
5989.222250;
5992.783616;
5994.556585;
6003.943077;
6008.636056;
6007.564554;
6012.731268;
6016.901002;
6022.399282;
6020.530984;
6017.961671;
6024.397179;
6021.013535;
6030.397550;
6039.872342;

3262.545447;
4009.442294;
4516.577804;
4788.236875;
4975.233203;
5121.539415;
5228.730632;
5306.544921;
5338.600246;
5393.169006;
5461.445236;
5537.363137;
5594.549405;
5621.038429;
5668.346169;
5692.544212;
5724.715106;
5731.669833;
5718.858119;
5739.019995;
5755.050216;
5770.377638;
5774.028371;
5781.782099;
5787.246317;
5807.708003;
5829.306711;
5830.744604;
5852.795782;
5862.360854;
5879.797151;
5882.503648;
5895.449306;
5897.198795;
5903.218668;
5911.435729;
5923.875749;
5921.433249;
5929.608669;
5941.617244;
5949.873870;
5959.262017;
5968.498929;
5969.510094;
5984.885456;
5992.782399;
5999.191551;
6004.737608;
5996.824695;
5994.765373;
5998.242019;
5999.932743;
6009.241123;
6013.857640;
6012.711006;
6017.806017;
6021.906059;
6027.336999;
6025.402086;
6022.767959;
6029.141994;
6025.697010;
